SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
289260,1,Cash loans,M,N,N,1,270000.0,675000.0,53329.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.030755,-16190,-2543,-10292.0,-4712,,1,1,1,1,0,0,Laborers,2.0,2,2,SATURDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.1646976584683178,0.5531646987710016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-2199.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
145064,0,Cash loans,M,N,N,0,225000.0,1006920.0,39933.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-14548,-3366,-1260.0,-3977,,1,1,1,1,1,0,Laborers,2.0,2,2,THURSDAY,19,0,0,0,0,1,1,Electricity,,0.2646345705422577,0.5726825047161584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-543.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
151493,1,Cash loans,M,N,N,0,58500.0,521280.0,19984.5,450000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-15871,-267,-735.0,-3988,,1,1,1,1,0,0,Laborers,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Government,,0.5646126314395067,0.7001838506835805,0.1691,0.3081,0.9712,0.6056,0.0357,0.0,0.2759,0.2083,0.25,0.1048,0.1328,0.1998,0.0232,0.1086,0.1723,0.3197,0.9712,0.621,0.036,0.0,0.2759,0.2083,0.25,0.1072,0.1451,0.2081,0.0233,0.115,0.1707,0.3081,0.9712,0.6109,0.0359,0.0,0.2759,0.2083,0.25,0.1066,0.1351,0.2033,0.0233,0.1109,reg oper account,block of flats,0.2003,"Stone, brick",No,1.0,1.0,1.0,1.0,-54.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
195832,0,Cash loans,F,N,N,0,90000.0,239850.0,23494.5,225000.0,Children,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.031329,-24722,365243,-8991.0,-3,,1,0,0,1,1,0,,2.0,2,2,MONDAY,9,0,0,0,0,0,0,XNA,0.8436807918078815,0.3353278095161942,,0.0928,0.0,0.9836,0.7756,0.0137,0.0,0.2069,0.1667,0.2083,0.0,0.0756,0.0871,0.0,0.0,0.0945,0.0,0.9836,0.7844,0.0138,0.0,0.2069,0.1667,0.2083,0.0,0.0826,0.0908,0.0,0.0,0.0937,0.0,0.9836,0.7786,0.0137,0.0,0.2069,0.1667,0.2083,0.0,0.077,0.0887,0.0,0.0,reg oper account,block of flats,0.076,Panel,No,3.0,1.0,3.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259333,1,Cash loans,F,N,N,0,112500.0,405000.0,25879.5,405000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.003813,-19064,-718,-565.0,-2000,,1,1,1,1,0,0,Laborers,2.0,2,2,MONDAY,12,0,0,0,0,0,0,Medicine,0.6908502826465382,0.1971370474502744,,0.0206,0.0,0.999,,,0.0,0.0862,0.0417,,,,0.0134,,,0.021,0.0,0.999,,,0.0,0.069,0.0417,,,,0.0124,,,0.0208,0.0,0.999,,,0.0,0.0862,0.0417,,,,0.0137,,,,block of flats,0.0176,,No,0.0,0.0,0.0,0.0,-1317.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,7.0
338124,1,Cash loans,M,Y,N,0,157500.0,134316.0,15939.0,126000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.0116569999999999,-10634,-1263,-4953.0,-1796,23.0,1,1,1,1,0,0,Laborers,1.0,1,1,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.3030769783312306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
364071,0,Cash loans,F,N,Y,0,76500.0,755856.0,23733.0,652500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010276,-19141,-3200,-12221.0,-2497,,1,1,0,1,0,0,Cooking staff,2.0,2,2,THURSDAY,17,0,0,0,1,0,1,Business Entity Type 3,,0.6251096468434014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0.0,1.0,0.0,-540.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
455092,1,Cash loans,M,N,N,0,225000.0,355536.0,21613.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.005313,-11386,-540,-344.0,-1299,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,19,1,1,0,1,0,0,Business Entity Type 1,,0.3670002357406425,0.4974688893052743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-111.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
206499,0,Cash loans,F,N,N,0,360000.0,315000.0,16083.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13030,-1196,-1934.0,-1936,,1,1,0,1,0,0,Secretaries,2.0,2,2,FRIDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.6216739189906825,0.5684575948613274,0.3622772470384314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1681.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
103409,0,Revolving loans,F,N,N,0,112500.0,337500.0,16875.0,337500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0145199999999999,-20221,-6237,-932.0,-3726,,1,1,0,1,0,0,Accountants,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 2,0.8850432990762288,0.344191494398425,0.6075573001388961,0.2371,0.1648,0.9781,0.7008,0.3648,0.16,0.1379,0.3333,0.0417,0.0326,0.1933,0.2178,0.0077,0.0255,0.2416,0.171,0.9782,0.7125,0.3682,0.1611,0.1379,0.3333,0.0417,0.0334,0.2112,0.2269,0.0078,0.027,0.2394,0.1648,0.9781,0.7048,0.3672,0.16,0.1379,0.3333,0.0417,0.0332,0.1967,0.2217,0.0078,0.026,reg oper account,block of flats,0.1995,"Stone, brick",No,1.0,0.0,1.0,0.0,-1505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
156024,0,Cash loans,M,Y,Y,0,157500.0,876019.5,34870.5,783000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-17571,-184,-9058.0,-1104,6.0,1,1,0,1,1,0,Drivers,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,University,,0.703138887670762,0.7801436381572275,0.0794,0.0394,0.9876,0.83,0.0322,0.08,0.0345,0.5,0.5417,0.0498,0.0647,0.0813,0.0,0.0158,0.0809,0.0408,0.9876,0.8367,0.0325,0.0806,0.0345,0.5,0.5417,0.0509,0.0707,0.0847,0.0,0.0167,0.0802,0.0394,0.9876,0.8323,0.0324,0.08,0.0345,0.5,0.5417,0.0507,0.0658,0.0828,0.0,0.0161,reg oper account,block of flats,0.085,"Stone, brick",No,0.0,0.0,0.0,0.0,-1419.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,3.0
179521,1,Cash loans,F,N,N,0,135000.0,900000.0,31887.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-11353,-1008,-5279.0,-3633,,1,1,1,1,1,0,Laborers,2.0,3,3,SATURDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.3724168643741293,0.2896112383820055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-825.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,3.0
196718,1,Cash loans,F,Y,Y,0,90000.0,135000.0,13077.0,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-18303,-1843,-8999.0,-1836,3.0,1,1,0,1,0,0,Accountants,2.0,2,2,SATURDAY,8,0,0,0,0,0,0,Transport: type 4,,0.6707981846470963,0.4188542886233217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2242.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
185959,1,Cash loans,F,N,Y,0,135000.0,270000.0,12586.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.014464,-10934,-1152,-5038.0,-2806,,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.3136638401677695,0.3491938975871539,0.5352762504724826,0.1237,0.1032,0.9841,0.7824,0.0485,0.0,0.2759,0.1667,0.2083,0.1384,0.1009,0.1046,0.0,0.0,0.1261,0.1071,0.9841,0.7909,0.0489,0.0,0.2759,0.1667,0.2083,0.1416,0.1102,0.1089,0.0,0.0,0.1249,0.1032,0.9841,0.7853,0.0488,0.0,0.2759,0.1667,0.2083,0.1408,0.1026,0.1064,0.0,0.0,reg oper account,block of flats,0.1087,Panel,No,0.0,0.0,0.0,0.0,-663.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
128466,0,Cash loans,F,N,Y,0,166500.0,755190.0,33394.5,675000.0,Children,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-21196,-13690,-11768.0,-4398,,1,1,1,1,0,0,Medicine staff,2.0,2,2,SATURDAY,13,0,0,0,0,0,0,Medicine,,0.6622880354143184,0.7530673920730478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
415960,1,Cash loans,M,Y,Y,2,180000.0,824823.0,29353.5,688500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-16518,-2769,0.0,-77,16.0,1,1,0,1,0,0,Drivers,4.0,2,2,SATURDAY,4,0,0,0,0,1,1,Transport: type 3,,0.7045018642498573,0.7764098512142026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-959.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
323995,1,Cash loans,F,N,Y,0,202500.0,333337.5,33097.5,301500.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.035792,-18418,-166,-267.0,-1944,,1,1,0,1,1,0,Managers,1.0,2,2,THURSDAY,18,0,0,0,0,0,0,Self-employed,0.5318349751849024,0.7425223691814656,0.3185955240537633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
232261,1,Cash loans,F,N,Y,0,112500.0,781920.0,28215.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-14259,-791,-7755.0,-4474,,1,1,0,1,1,0,Laborers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Industry: type 3,,0.7066505716242863,0.5620604831738043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1842.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
230395,0,Cash loans,F,N,Y,0,135000.0,539100.0,27652.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-18608,-138,-10973.0,-2150,,1,1,0,1,0,0,Cooking staff,2.0,2,2,SATURDAY,15,0,0,0,1,1,0,Self-employed,,0.2459371106874712,0.1419915427739129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2451.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
207310,0,Cash loans,F,N,N,1,157500.0,1319269.5,42687.0,1152000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.022625,-11639,-2810,-1223.0,-1089,,1,1,0,1,0,0,Laborers,3.0,2,2,SUNDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.2955103775377856,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
105593,0,Cash loans,F,N,N,2,94500.0,241618.5,23665.5,229500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,-13515,-3771,-6495.0,-3085,,1,1,0,1,0,0,Sales staff,4.0,2,2,THURSDAY,13,0,0,0,0,0,0,Trade: type 7,0.4085405773868038,0.3246100058501539,0.6610235391308081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
110157,0,Revolving loans,F,N,Y,0,270000.0,720000.0,36000.0,720000.0,Unaccompanied,Pensioner,Incomplete higher,Married,House / apartment,0.04622,-23199,365243,-4264.0,-4151,,1,0,0,1,0,0,,2.0,1,1,FRIDAY,10,0,0,0,0,0,0,XNA,,0.7284994552901811,0.6380435278721609,0.0763,0.0603,0.9776,0.6940000000000001,0.0306,0.016,0.1207,0.1875,0.2292,0.0598,0.0622,0.0681,0.0,0.0,0.084,0.0487,0.9752,0.6733,0.021,0.0,0.1379,0.1667,0.2083,0.0431,0.0735,0.0534,0.0,0.0,0.0833,0.0656,0.9757,0.6713,0.0288,0.0,0.1379,0.1667,0.2083,0.0598,0.0684,0.0716,0.0,0.0,reg oper account,block of flats,0.0541,Panel,No,0.0,0.0,0.0,0.0,-135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
361272,1,Cash loans,F,N,Y,1,202500.0,82957.5,6682.5,63000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-10010,-3181,-3136.0,-2555,,1,1,0,1,0,0,Laborers,3.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.1148421304562594,0.3979925672044544,0.2955826421513093,0.1763,0.0445,0.9816,0.7484,0.0065,0.0,0.0345,0.3333,0.0417,0.0,0.1437,0.0736,0.0,0.0455,0.1796,0.0462,0.9816,0.7583,0.0065,0.0,0.0345,0.3333,0.0417,0.0,0.157,0.0767,0.0,0.0482,0.178,0.0445,0.9816,0.7518,0.0065,0.0,0.0345,0.3333,0.0417,0.0,0.1462,0.075,0.0,0.0464,reg oper account,block of flats,0.079,"Stone, brick",No,1.0,0.0,1.0,0.0,-1952.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
333053,1,Cash loans,F,N,Y,0,202500.0,675000.0,19071.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-18830,-389,-6807.0,-2386,,1,1,0,1,0,0,Cleaning staff,2.0,2,2,MONDAY,9,0,0,0,0,1,1,Trade: type 7,,0.229002990241038,0.5406544504453575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1619.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
108117,1,Cash loans,M,Y,Y,2,225000.0,94230.0,6502.5,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-11916,-487,-5646.0,-3671,14.0,1,1,0,1,0,0,,4.0,2,2,FRIDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.1878917498560084,0.7154871765950915,0.1704461230452281,0.0619,0.0533,0.9881,0.8368,0.0431,0.0,0.1379,0.1667,,0.0295,0.0504,0.0524,0.0,0.0,0.063,0.0554,0.9881,0.8432,0.0435,0.0,0.1379,0.1667,,0.0301,0.0551,0.0546,0.0,0.0,0.0625,0.0533,0.9881,0.8390000000000001,0.0434,0.0,0.1379,0.1667,,0.03,0.0513,0.0533,0.0,0.0,,block of flats,0.0648,Panel,No,5.0,0.0,4.0,0.0,-280.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
261378,0,Cash loans,F,N,Y,0,337500.0,477000.0,46597.5,477000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-9601,-733,-3289.0,-1991,,1,1,0,1,0,0,Core staff,2.0,3,3,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 2,,0.3944613855192159,0.5867400085415683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1092.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
221281,1,Cash loans,M,N,N,0,135000.0,360000.0,28440.0,360000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,0.032561,-12880,-1162,-11692.0,-4983,,1,1,1,1,0,0,Laborers,1.0,1,1,WEDNESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.2539160230003793,0.5864792595564803,,0.0361,0.0367,0.921,0.0,,,0.2069,0.125,0.1667,0.0249,,0.0758,,0.0554,0.0368,0.0381,0.9211,0.0,,,0.2069,0.125,0.1667,0.0254,,0.0789,,0.0586,0.0364,0.0367,0.921,0.0,,,0.2069,0.125,0.1667,0.0253,,0.0771,,0.0565,reg oper account,block of flats,0.0809,"Stone, brick",No,4.0,1.0,4.0,1.0,-2132.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
218687,1,Cash loans,F,N,N,0,180000.0,640080.0,31131.0,450000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-10456,-1953,-4448.0,-3131,,1,1,1,1,0,0,Medicine staff,2.0,3,3,FRIDAY,14,0,0,0,0,0,0,Other,,0.5400592531299054,0.1075321758024709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-709.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
385736,1,Cash loans,F,N,N,0,90000.0,143910.0,14233.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-22112,-1757,-5474.0,-4308,,1,1,1,1,0,0,Sales staff,2.0,2,2,MONDAY,9,0,0,0,0,0,0,Self-employed,0.8015652521630295,0.4172309669350483,0.4776491548517548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.0,0.0,-518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
280703,0,Cash loans,F,N,Y,0,76500.0,239850.0,23494.5,225000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-24073,365243,-7680.0,-5477,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,XNA,,0.5260171878547558,,,,0.9791,,,,0.069,0.0417,,,,0.015,,,,,0.9791,,,,0.069,0.0417,,,,0.0156,,,,,0.9791,,,,0.069,0.0417,,,,0.0152,,,,,0.0118,"Stone, brick",No,1.0,0.0,1.0,0.0,-2984.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
260496,1,Cash loans,M,N,Y,0,180000.0,620878.5,29074.5,436500.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-15479,-498,-427.0,-3263,,1,1,0,1,0,0,Security staff,2.0,3,3,TUESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.313992816197591,0.1068419476808217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-272.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
125556,1,Cash loans,M,N,N,0,81000.0,225000.0,17775.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.0228,-8337,-897,-2081.0,-704,,1,1,1,1,1,0,Low-skill Laborers,1.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.3820695779999551,,,,0.9896,,,0.2,0.1724,0.3333,,,,,,,,,0.9896,,,0.2014,0.1724,0.3333,,,,,,,,,0.9896,,,0.2,0.1724,0.3333,,,,,,,,block of flats,0.1453,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
341982,1,Cash loans,M,N,Y,0,67500.0,562491.0,24907.5,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-22155,365243,-3259.0,-4699,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.7406617683674641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
417494,0,Cash loans,F,N,Y,0,180000.0,328405.5,16897.5,283500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.0031219999999999,-21684,365243,-7629.0,-5133,,1,0,0,1,0,0,,2.0,3,3,MONDAY,12,0,0,0,0,0,0,XNA,0.4008104750970669,0.5707627922010486,0.3312508645909018,0.1082,0.0759,0.9876,0.83,0.0271,0.12,0.1034,0.3333,0.0,0.0628,0.0883,0.1147,0.0,0.0,0.1103,0.0788,0.9876,0.8367,0.0273,0.1208,0.1034,0.3333,0.0,0.0642,0.0964,0.1195,0.0,0.0,0.1093,0.0759,0.9876,0.8323,0.0272,0.12,0.1034,0.3333,0.0,0.0639,0.0898,0.1167,0.0,0.0,reg oper spec account,block of flats,0.0902,Panel,No,0.0,0.0,0.0,0.0,-713.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
